Couname,PH3COUNTRY,PH2Country,industry,org,uniorg,ceocode,entrepre,promoted,link,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119
2374,Slovenia                                                                   ,705,Slovenia,522,11,705011,1,2,1,7050111,6,5,5,6,6,7,6,5,6,4,3,6,1,4,5,3,5,4,5,6,4,3,6,6,4,5,2,4,6,6,6,5,2,6,6,7,5,5,6,5,4,4,5,4,5,1,6,3,6,4,5,3,4,4,2,4,5,4,3,5,5,6,4,6,6,4,4,5,6,6,5,4,5,7,4,7,6,4,4,5,5,4,4,6,5,4,6,7,6,5,7,4,5,5,6,6,6,6,6,6,6,6,4,6,6,6,5,6,3,5,2,6,4,3,51,2,5,4,4
2375,Slovenia                                                                   ,705,Slovenia,522,11,705011,2,2,1,7050112,7,6,4,3,4,NA,7,2,7,3,6,7,1,5,2,6,6,6,6,2,7,7,1,6,6,2,1,1,6,7,6,3,1,1,3,6,6,1,6,2,6,5,7,5,6,1,6,2,6,7,5,5,6,7,4,7,6,7,1,7,7,7,7,7,5,7,4,6,7,7,6,7,6,2,6,7,7,6,5,6,7,7,7,6,6,6,7,7,6,7,1,6,6,7,6,6,6,7,6,3,3,7,1,4,5,5,4,6,3,5,1,5,5,1,60,1,14,3,4
2376,Slovenia                                                                   ,705,Slovenia,522,11,705011,3,2,1,7050113,4,6,6,4,4,7,7,6,7,7,7,7,4,6,4,7,7,6,7,4,4,6,1,7,6,1,1,4,1,4,4,4,1,4,4,6,4,1,7,4,6,5,6,7,5,5,7,4,4,6,6,4,6,4,5,6,7,4,1,7,6,7,7,6,6,4,4,4,7,4,6,7,4,5,4,7,7,4,5,3,7,4,4,6,6,6,4,4,4,4,4,4,4,4,4,4,6,7,6,4,4,5,1,4,5,7,6,7,5,5,1,7,6,15,60,2,16,4,4
2377,Slovenia                                                                   ,705,Slovenia,335,12,705012,1,2,2,7050121,4,6,2,6,6,7,5,2,7,3,7,7,3,6,2,5,6,6,6,5,5,2,6,5,6,7,5,4,7,7,6,2,2,2,6,6,7,6,7,1,2,6,5,2,5,7,2,6,1,2,6,4,7,7,5,6,6,6,2,6,3,2,2,6,5,5,5,5,6,7,6,2,7,6,5,7,2,6,5,2,5,5,1,6,5,7,7,4,7,4,6,4,5,4,6,4,6,7,7,5,5,6,2,7,5,7,6,7,4,4,1,7,7,10,29,1,18,2,3
2378,Slovenia                                                                   ,705,Slovenia,335,12,705012,2,2,2,7050122,6,6,6,7,4,7,6,3,6,4,3,5,1,5,5,6,5,5,6,5,5,5,3,4,3,3,2,1,7,5,2,5,1,1,2,7,6,4,6,5,4,5,3,2,6,5,4,4,3,5,5,6,6,5,3,4,3,6,1,5,3,5,4,6,4,4,5,6,6,4,6,4,6,4,4,6,3,5,3,4,6,5,2,1,7,4,6,7,6,6,5,6,7,7,6,6,6,7,6,3,3,7,1,5,5,6,6,6,2,2,1,7,7,11,29,2,7,2,3
2379,Slovenia                                                                   ,705,Slovenia,335,12,705012,3,2,2,7050123,6,7,6,7,7,7,7,1,7,2,7,7,1,4,7,7,7,6,7,3,5,7,2,6,7,7,6,1,7,6,6,6,1,1,2,7,7,NA,7,1,7,7,6,1,7,7,2,7,3,7,7,6,7,7,2,7,NA,7,1,7,6,7,NA,7,3,6,6,7,7,1,7,1,7,3,7,7,1,6,6,NA,7,7,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,7,2,2,7,2,5,7,7,6,5,2,NA,1,7,6,4,27,2,17,2,2
2380,Slovenia                                                                   ,705,Slovenia,422,13,705013,1,2,1,7050131,5,6,5,6,5,7,5,3,2,3,2,2,1,2,6,7,6,3,1,4,5,6,6,3,2,6,1,2,6,7,6,4,1,2,6,6,6,7,4,2,3,5,6,5,3,7,2,1,3,4,6,4,6,6,1,3,3,7,2,6,2,1,4,3,6,5,2,2,6,4,3,5,5,7,5,4,2,7,1,5,7,4,1,2,2,5,2,7,4,7,7,5,4,6,5,6,6,6,7,5,5,7,2,6,5,7,5,7,4,5,1,7,7,13,35,1,22,2,2
2381,Slovenia                                                                   ,705,Slovenia,422,13,705013,2,2,1,7050132,7,7,7,7,6,7,6,1,1,7,6,7,2,6,NA,7,7,7,7,NA,7,5,2,6,6,7,NA,4,5,7,4,7,NA,1,1,5,6,6,7,1,4,4,7,1,6,7,4,7,4,6,7,5,7,6,7,6,4,7,1,7,5,5,NA,7,1,7,6,5,7,1,7,4,4,2,7,7,1,7,7,2,5,7,6,7,6,7,7,7,6,6,1,6,7,7,7,NA,6,7,7,3,3,6,1,6,5,7,6,6,2,3,1,7,7,13,31,2,16,2,2
2382,Slovenia                                                                   ,705,Slovenia,422,13,705013,3,2,1,7050133,7,7,7,7,7,7,7,6,7,7,7,7,5,7,7,7,7,7,7,NA,7,7,1,7,6,7,1,1,5,7,1,7,1,1,1,7,7,1,7,1,7,7,7,1,7,6,7,7,7,5,6,7,7,7,1,7,1,7,1,7,1,1,5,7,1,6,7,7,7,6,7,7,7,1,7,7,1,7,5,1,7,7,NA,4,7,6,7,7,7,7,1,5,7,7,5,7,6,7,7,3,4,7,3,5,7,6,6,7,3,3,2,7,6,13,35,2,16,2,2
2383,Slovenia                                                                   ,705,Slovenia,511,16,705016,1,2,1,7050161,2,2,6,7,3,7,7,4,6,3,6,6,2,3,5,3,7,4,6,6,4,3,5,6,6,3,2,1,4,3,5,7,1,4,5,7,7,3,4,4,3,3,6,6,7,2,6,3,7,7,4,2,6,5,6,4,5,6,1,6,5,7,2,7,6,6,5,2,6,6,7,7,6,4,5,6,4,4,6,6,6,5,5,2,2,7,7,6,6,6,3,4,6,6,6,7,6,7,5,4,3,7,2,6,5,7,6,4,5,4,2,7,6,13,34,1,16,2,2
2384,Slovenia                                                                   ,705,Slovenia,511,16,705016,2,2,1,7050162,6,7,7,5,2,7,7,1,7,7,7,6,1,6,4,5,7,7,6,5,5,2,2,6,5,4,1,1,3,7,1,5,1,1,2,6,5,1,6,1,5,4,6,1,7,5,6,5,4,7,5,6,7,7,5,6,2,6,1,6,5,5,5,6,1,6,5,5,7,6,6,6,5,2,5,6,2,6,6,6,6,4,6,4,4,7,7,6,7,6,1,7,7,6,7,7,5,7,6,5,2,6,1,6,6,6,6,5,3,4,2,7,7,13,37,2,16,2,2
2385,Slovenia                                                                   ,705,Slovenia,511,16,705016,3,2,1,7050163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2386,Slovenia                                                                   ,705,Slovenia,811,18,705018,1,1,1,7050181,6,7,6,7,6,7,6,1,7,6,6,7,1,6,7,7,7,7,7,4,7,7,1,6,5,6,1,4,6,7,4,6,1,1,1,7,6,1,7,4,7,4,6,4,6,6,6,6,4,6,7,7,7,7,6,7,6,6,1,7,4,4,6,6,4,7,7,6,6,4,6,4,6,4,7,6,4,6,6,4,6,7,4,6,6,6,7,7,7,7,4,6,7,7,7,6,6,7,5,5,5,5,4,5,6,6,6,6,5,5,3,6,6,NA,40,1,4,NA,4
2387,Slovenia                                                                   ,705,Slovenia,811,18,705018,2,1,1,7050182,7,5,4,5,3,7,3,2,6,6,6,4,2,5,4,6,6,4,6,6,4,4,4,4,3,2,2,4,6,7,5,3,4,2,2,7,4,2,4,3,5,5,5,4,4,4,4,3,2,2,2,4,4,4,3,3,4,6,2,6,6,2,4,5,4,4,4,3,4,4,5,4,4,5,4,6,4,5,5,7,5,6,6,4,5,7,6,NA,5,6,6,4,6,6,4,7,6,6,6,4,4,5,4,5,5,5,5,5,4,5,3,5,5,112,38,1,NA,2,4
2388,Slovenia                                                                   ,705,Slovenia,811,18,705018,3,1,1,7050183,3,6,5,4,4,7,6,5,6,6,5,4,2,2,5,4,6,4,5,6,5,4,4,4,4,3,5,5,5,5,4,6,2,2,4,7,5,3,4,5,4,5,5,4,NA,5,3,4,5,4,5,6,4,5,4,5,5,5,5,3,6,3,5,4,3,3,NA,7,7,6,5,5,4,5,4,5,4,5,5,3,3,4,4,5,6,6,6,7,7,7,2,3,7,7,6,6,7,7,6,5,5,6,1,3,5,6,6,6,2,5,1,6,6,13,NA,1,16,2,4
2389,Slovenia                                                                   ,705,Slovenia,923,19,705019,1,2,1,7050191,7,7,7,7,6,7,7,1,7,6,7,7,1,7,5,7,7,7,7,1,7,7,1,6,7,NA,1,1,NA,7,1,7,1,7,2,7,7,1,7,1,7,7,7,1,7,7,6,7,1,7,7,4,7,7,2,7,6,7,1,7,1,1,6,7,1,7,6,7,7,1,7,1,7,7,7,7,7,7,6,1,7,7,1,6,7,1,7,7,7,6,1,7,7,6,6,6,6,7,7,6,6,7,7,7,7,6,6,6,6,6,3,7,6,111,49,2,16,3,3
2390,Slovenia                                                                   ,705,Slovenia,923,19,705019,2,2,1,7050192,6,6,5,7,4,6,6,1,7,6,4,6,2,2,5,5,6,3,4,4,7,4,1,5,6,4,1,2,6,6,3,7,1,1,2,5,7,1,5,1,6,6,4,2,6,6,3,6,6,6,6,5,5,4,5,6,1,6,1,6,4,2,4,5,2,4,4,3,6,4,7,6,7,4,5,6,4,6,4,6,2,2,1,2,4,4,7,7,6,4,2,3,7,4,6,7,6,7,7,4,3,7,1,6,4,6,3,6,4,4,1,5,6,11,42,2,17,3,4
2391,Slovenia                                                                   ,705,Slovenia,923,19,705019,3,2,1,7050193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2392,Slovenia                                                                   ,705,Slovenia,335,20,705020,1,2,1,7050201,2,3,6,7,5,7,7,1,7,6,6,5,2,6,4,6,7,6,7,2,6,3,1,5,5,5,1,1,6,6,2,4,1,1,2,7,3,1,7,1,4,6,6,1,7,2,2,3,2,6,6,6,7,6,3,7,5,7,1,7,2,6,6,7,1,6,5,4,7,5,6,6,6,2,6,7,1,6,7,1,4,5,6,5,4,6,6,7,4,5,6,3,6,5,6,6,6,7,7,3,4,7,1,6,5,7,7,6,3,5,1,7,5,1,52,1,17,3,5
2393,Slovenia                                                                   ,705,Slovenia,335,20,705020,2,2,1,7050202,6,6,4,6,3,5,6,2,6,5,5,5,1,5,6,6,6,6,6,5,4,5,2,6,6,5,2,2,3,5,4,6,2,2,5,5,5,4,6,3,6,4,5,2,5,4,4,5,6,6,6,5,6,4,5,6,5,4,2,6,3,6,4,5,4,5,4,6,5,6,6,6,5,3,5,5,2,6,6,4,3,5,4,6,5,5,5,6,2,6,3,4,6,6,6,5,6,7,5,4,4,6,3,6,6,7,5,6,3,3,1,7,5,13,30,1,17,3,5
2394,Slovenia                                                                   ,705,Slovenia,335,20,705020,3,2,1,7050203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2395,Slovenia                                                                   ,705,Slovenia,422,22,705022,1,1,1,7050221,6,7,7,7,3,7,7,1,7,7,7,7,1,7,7,7,7,7,7,7,6,7,6,7,7,6,2,NA,6,7,5,7,1,1,6,7,6,4,7,6,7,6,NA,4,7,6,4,4,4,6,7,7,7,5,7,7,6,7,1,7,6,7,7,7,7,7,7,7,7,7,7,6,7,1,7,7,1,6,2,5,5,7,6,7,7,6,6,7,6,7,2,7,7,7,7,6,7,7,7,6,6,7,1,6,6,7,7,7,7,7,1,7,7,13,37,1,4,2,2
2396,Slovenia                                                                   ,705,Slovenia,422,22,705022,2,1,1,7050222,6,6,6,6,5,7,7,3,7,6,2,5,1,5,5,2,6,5,6,6,3,5,4,5,5,6,3,2,7,5,3,3,2,2,4,7,7,3,2,2,3,4,5,2,4,4,3,3,3,6,5,3,7,5,5,4,5,6,2,7,4,2,2,7,5,4,4,4,6,NA,5,6,6,4,4,6,3,NA,4,6,4,2,3,4,4,6,6,6,5,6,5,6,6,6,5,4,6,6,6,6,6,6,4,6,6,7,7,7,6,6,1,6,6,NA,29,1,15,2,2
2397,Slovenia                                                                   ,705,Slovenia,422,22,705022,3,1,1,7050223,6,7,7,4,4,7,7,1,7,7,7,7,4,7,4,7,7,7,7,7,7,7,4,7,4,7,1,4,1,7,4,7,1,1,7,7,7,4,7,1,7,1,7,1,7,7,2,4,4,7,6,7,7,7,4,7,4,7,1,7,4,4,4,7,7,7,7,7,7,7,7,4,7,4,4,7,1,7,7,4,4,6,4,6,7,4,7,7,7,7,1,4,7,7,7,4,5,7,6,6,6,6,1,6,6,7,7,7,3,3,3,7,7,13,NA,1,14,2,2
2398,Slovenia                                                                   ,705,Slovenia,315,23,705023,1,2,2,7050231,6,7,7,7,7,7,6,1,7,6,7,7,4,4,7,7,7,6,6,4,5,7,1,6,7,4,1,1,7,6,1,7,1,7,4,7,6,1,7,1,6,7,7,1,7,4,4,4,4,4,7,7,7,6,7,7,1,7,1,5,6,4,1,7,1,7,4,5,7,7,7,7,7,1,6,7,4,7,7,1,7,4,4,4,7,7,7,4,5,7,1,7,7,7,7,4,7,6,4,4,4,5,3,3,3,7,6,6,4,3,1,6,6,613,34,2,NA,2,2
2399,Slovenia                                                                   ,705,Slovenia,315,23,705023,2,2,2,7050232,7,7,6,6,7,7,7,1,7,6,4,7,1,6,7,6,7,6,6,7,5,6,6,6,7,7,6,4,7,7,4,7,1,1,2,7,7,2,6,3,7,7,6,1,7,4,5,5,7,7,7,5,7,6,6,7,5,7,1,7,6,5,4,7,4,5,7,7,7,7,7,7,7,1,6,7,1,NA,6,6,NA,6,6,7,7,6,7,4,7,7,2,7,7,7,6,6,7,7,6,5,6,6,3,5,NA,6,6,6,5,6,1,6,6,13,32,2,4,2,2
2400,Slovenia                                                                   ,705,Slovenia,315,23,705023,3,2,2,7050233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2401,Slovenia                                                                   ,705,Slovenia,325,24,705024,1,2,1,7050241,7,7,6,6,6,7,7,2,7,3,5,7,2,7,4,7,7,6,6,1,6,7,1,6,2,2,1,1,2,6,1,6,1,1,2,7,6,1,7,6,7,6,6,1,6,5,5,5,5,6,6,5,6,5,6,6,5,5,1,6,4,4,2,5,1,6,5,6,7,4,6,7,7,1,6,7,2,6,5,2,7,5,4,6,7,5,7,7,7,7,2,7,7,7,6,6,5,6,5,5,5,6,3,6,5,6,6,5,5,5,2,6,6,5,41,2,16,2,3
2402,Slovenia                                                                   ,705,Slovenia,325,24,705024,2,2,1,7050242,6,6,6,7,6,7,6,2,7,6,3,4,1,5,4,3,4,6,6,6,5,4,4,5,3,5,4,1,5,6,4,6,4,1,4,6,7,6,6,4,5,4,4,3,6,3,2,4,4,6,5,6,7,5,3,6,4,NA,5,4,5,2,6,6,6,4,4,5,6,6,6,7,7,5,5,5,3,5,2,6,3,3,3,3,4,3,6,7,6,7,2,5,6,6,6,6,7,7,6,4,5,5,2,5,5,6,6,6,4,4,1,4,5,4,38,2,17,3,3
2403,Slovenia                                                                   ,705,Slovenia,325,24,705024,3,2,1,7050243,5,5,6,5,4,7,6,2,6,5,3,4,1,3,6,5,5,4,5,3,3,3,5,3,7,5,5,2,4,6,4,5,2,5,3,4,7,3,4,4,3,5,4,3,3,3,6,5,5,4,6,4,6,6,2,4,3,3,3,5,3,3,2,5,3,2,4,4,5,3,5,4,5,3,4,6,3,6,3,3,5,2,2,3,5,5,6,6,4,6,3,5,6,6,6,5,6,6,5,5,4,5,3,6,4,5,5,6,4,4,2,6,7,13,36,1,17,3,3
2404,Slovenia                                                                   ,705,Slovenia,422,25,705025,1,2,2,7050251,6,6,7,7,6,7,7,2,7,5,6,7,1,6,4,6,7,7,7,5,6,1,NA,7,4,6,1,1,5,6,1,6,1,1,1,6,6,1,6,1,6,5,5,1,7,6,6,6,2,6,6,5,6,4,6,6,6,6,1,7,6,5,6,7,1,6,6,4,7,4,7,6,7,1,6,7,6,7,6,2,7,4,4,5,6,4,7,7,6,7,6,6,7,7,7,7,6,6,7,6,3,7,3,6,5,7,5,6,4,5,2,7,7,6,47,1,14,2,2
2405,Slovenia                                                                   ,705,Slovenia,422,25,705025,2,2,2,7050252,7,6,6,7,7,7,6,6,7,5,4,5,1,3,3,5,5,5,5,6,4,5,6,6,4,5,1,1,7,7,4,5,1,5,5,7,6,6,6,4,5,7,6,6,6,6,5,6,6,6,7,4,6,3,3,6,6,6,5,6,6,5,6,7,6,6,6,6,7,7,7,6,7,3,7,7,6,6,5,6,7,6,5,6,6,6,7,7,6,5,5,6,7,6,6,6,7,7,6,6,6,7,6,6,6,6,6,6,6,6,3,7,7,13,40,1,12,2,2
2406,Slovenia                                                                   ,705,Slovenia,422,25,705025,3,2,2,7050253,3,3,7,7,5,7,7,4,7,6,3,5,1,4,5,3,6,6,6,4,2,3,2,4,6,5,1,2,2,6,5,6,1,1,3,7,6,5,4,2,6,6,6,4,7,6,4,4,6,7,7,6,6,3,4,6,6,7,4,6,6,6,6,7,4,6,6,4,7,7,7,7,7,2,6,7,4,7,6,7,7,5,2,7,6,6,7,7,5,6,5,6,7,7,7,7,6,7,7,2,2,6,1,4,6,7,6,6,3,3,1,7,6,13,NA,1,16,2,2
2407,Slovenia                                                                   ,705,Slovenia,331,26,705026,1,1,1,7050261,5,4,5,3,5,6,5,4,6,4,4,5,2,3,4,5,4,4,5,4,5,5,3,3,5,3,5,3,5,5,4,5,3,2,3,5,6,3,6,2,5,4,3,3,5,4,6,5,4,5,5,3,5,3,2,5,5,4,2,4,4,3,6,6,5,4,4,3,3,5,4,5,5,6,4,5,3,3,1,6,2,4,4,3,4,3,5,6,7,6,5,4,4,5,5,4,6,7,6,4,5,5,4,5,5,6,6,6,5,4,2,7,6,NA,43,1,5,2,3
2408,Slovenia                                                                   ,705,Slovenia,331,26,705026,2,1,1,7050262,7,6,6,4,5,5,5,6,6,2,1,4,1,5,5,5,7,7,6,4,5,5,1,3,4,1,1,1,3,6,2,6,1,1,1,5,6,2,6,1,5,7,6,2,5,7,6,6,6,6,7,7,6,6,4,5,5,6,1,6,6,2,1,6,1,1,2,2,5,2,6,7,6,1,7,7,5,7,5,1,7,5,2,2,5,5,7,7,6,7,2,6,6,6,6,5,6,6,6,5,5,6,4,5,5,6,6,5,6,4,3,6,6,NA,38,2,4,3,3
2409,Slovenia                                                                   ,705,Slovenia,331,26,705026,3,1,1,7050263,6,6,3,7,7,7,7,4,7,7,5,7,1,5,1,4,7,4,6,4,4,7,4,4,7,5,3,3,2,3,6,7,1,1,5,7,7,4,7,4,6,5,7,4,7,1,4,2,4,4,7,4,4,6,6,6,4,4,1,7,7,4,6,6,6,6,1,7,7,4,7,7,7,1,5,7,7,4,7,4,6,1,1,6,7,5,7,7,1,2,7,4,7,3,7,7,7,7,6,7,7,7,1,7,1,7,7,7,3,4,1,7,7,NA,NA,1,12,3,3
2410,Slovenia                                                                   ,705,Slovenia,441,27,705027,1,1,2,7050271,3,5,4,6,3,6,6,2,6,6,2,4,1,3,1,4,6,3,4,5,1,4,6,4,7,5,6,4,5,4,6,3,5,3,7,6,7,5,6,5,3,6,1,5,7,1,4,1,4,7,6,4,6,3,3,3,5,4,2,4,7,1,5,5,6,3,2,2,7,7,7,4,5,5,3,7,4,4,2,5,3,3,1,3,4,5,5,4,5,6,3,5,6,6,3,4,4,7,2,1,1,3,1,1,2,6,5,7,2,2,1,4,7,6,30,2,12,2,2
2411,Slovenia                                                                   ,705,Slovenia,441,27,705027,2,1,2,7050272,3,5,6,5,3,6,5,3,7,5,4,4,2,5,5,5,6,6,6,4,3,5,2,5,6,5,2,1,6,6,5,4,1,2,6,5,6,5,5,2,4,5,5,3,5,6,3,5,2,5,5,4,6,4,5,5,3,6,1,6,5,2,4,6,5,5,5,3,6,6,5,3,5,3,5,6,5,4,3,5,4,5,2,5,4,6,5,4,3,5,2,5,6,6,5,6,4,6,6,1,2,4,1,4,3,6,7,5,2,3,1,6,6,6,37,1,14,2,2
2412,Slovenia                                                                   ,705,Slovenia,441,27,705027,3,1,2,7050273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2413,Slovenia                                                                   ,705,Slovenia,311,28,705028,1,1,1,7050281,7,7,6,6,6,7,7,1,7,7,6,6,4,6,5,7,7,7,7,2,7,7,1,7,7,6,2,1,7,7,2,6,1,1,2,7,7,2,7,2,7,6,6,1,7,6,2,6,6,7,7,7,7,7,7,7,5,7,1,7,2,1,1,7,2,7,6,7,7,6,7,7,7,1,6,7,2,7,6,5,5,6,6,6,7,6,7,7,6,7,2,6,7,7,7,6,6,7,6,5,4,5,3,5,5,6,6,6,5,5,2,6,6,613,38,2,16,2,2
2414,Slovenia                                                                   ,705,Slovenia,311,28,705028,2,1,1,7050282,5,7,7,7,7,7,7,1,7,7,7,7,4,7,7,7,7,7,7,6,7,6,1,7,6,7,1,1,7,7,1,7,1,1,4,7,4,1,7,1,7,7,7,1,7,7,4,4,1,7,7,7,7,7,7,7,1,7,1,7,7,4,4,7,4,7,7,7,7,4,7,4,7,4,6,7,1,6,7,6,7,7,6,4,7,6,7,7,6,7,7,7,7,7,7,6,7,7,7,3,3,7,1,7,7,7,7,7,4,7,1,7,7,5,29,1,12,2,2
2415,Slovenia                                                                   ,705,Slovenia,311,28,705028,3,1,1,7050283,5,3,3,5,5,7,3,2,4,3,4,6,1,6,6,5,3,5,6,7,3,3,7,6,7,5,7,4,7,6,6,6,3,4,NA,7,4,7,6,6,2,3,2,6,5,1,2,1,1,4,4,2,5,2,4,6,6,3,5,6,7,1,4,7,6,6,3,4,4,4,6,2,4,4,3,4,2,2,3,7,3,2,3,4,4,1,7,7,3,5,7,5,5,5,7,4,6,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,10,NA,2,NA,2,2
2416,Slovenia                                                                   ,705,Slovenia,335,29,705029,1,2,2,7050291,6,7,4,4,6,7,5,6,7,6,4,6,5,5,5,6,4,5,6,4,3,4,3,5,4,4,3,3,5,6,2,7,2,3,2,6,4,2,6,2,4,3,5,2,3,4,6,3,6,2,6,2,6,4,3,5,5,4,2,6,3,2,2,6,2,6,6,5,5,7,3,6,5,2,4,5,2,4,6,2,4,2,6,6,5,6,3,6,4,7,6,3,7,6,5,6,6,6,5,3,4,6,3,4,4,6,6,7,4,3,1,6,7,NA,53,1,16,NA,3
2417,Slovenia                                                                   ,705,Slovenia,335,29,705029,2,2,2,7050292,6,7,5,6,5,7,6,4,6,6,5,5,4,5,5,5,6,6,5,6,4,4,5,4,5,5,5,4,5,5,5,5,5,5,6,5,5,6,4,6,6,5,5,4,5,5,6,6,4,5,4,5,5,6,4,5,5,5,4,5,5,4,5,6,5,5,5,5,6,5,5,4,5,5,5,5,5,6,5,6,4,5,4,6,5,5,5,5,5,6,5,5,5,6,6,5,4,6,5,5,5,4,5,4,6,6,5,6,5,5,4,5,6,14,NA,1,NA,3,3
2418,Slovenia                                                                   ,705,Slovenia,335,29,705029,3,2,2,7050293,5,7,7,6,3,6,6,1,6,6,3,NA,1,6,6,7,2,6,1,1,7,6,1,6,2,6,1,1,4,7,2,6,1,1,6,6,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,7,7,7,6,6,6,1,6,2,7,6,1,6,5,4,7,7,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2419,Slovenia                                                                   ,705,Slovenia,422,30,705030,1,1,1,7050301,6,5,6,1,6,7,7,5,6,6,6,6,6,6,7,5,4,6,6,3,6,6,2,4,7,6,7,4,6,6,6,6,5,1,4,6,6,3,6,2,6,7,5,3,6,5,3,2,6,7,5,6,6,5,5,6,5,3,2,5,5,2,6,7,3,6,6,3,6,6,6,7,6,2,4,6,3,6,5,5,2,5,5,3,6,5,6,6,6,6,3,7,6,6,6,5,5,6,6,2,2,7,2,3,4,6,7,6,1,1,2,6,7,NA,31,1,12,1,2
