Couname,PH3COUNTRY,PH2Country,industry,org,uniorg,ceocode,entrepre,promoted,link,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119
1512,India East                                                                 ,356,India,313,318,357318,1,NA,NA,3573181,7,7,5,4,7,6,6,2,7,6,7,6,5,5,6,5,7,7,6,5,5,7,1,7,5,6,4,4,3,4,5,6,1,NA,1,7,4,6,6,7,6,2,4,1,7,6,4,4,4,6,5,6,6,6,6,6,5,5,1,5,1,5,5,5,4,5,6,4,5,5,6,6,6,2,5,5,1,6,6,7,1,7,7,5,6,2,7,7,7,7,7,7,6,7,7,5,7,7,7,7,6,7,4,1,5,5,7,7,4,4,4,7,7,1,44,1,10,3,4
1513,India East                                                                 ,356,India,313,318,357318,2,NA,NA,3573182,3,7,7,6,5,6,6,1,5,5,7,5,2,6,4,5,6,7,7,6,5,6,1,7,6,6,5,1,5,5,1,5,1,1,2,7,6,6,6,6,6,1,6,1,5,3,2,6,4,6,5,7,6,6,5,6,5,6,1,5,1,3,2,5,1,5,5,5,5,3,6,6,6,1,6,5,1,5,5,2,6,6,3,3,6,6,7,7,7,7,3,7,5,7,7,7,6,7,6,5,7,6,6,6,5,6,6,5,3,5,5,6,6,5,40,2,15,2,3
1514,India East                                                                 ,356,India,511,332,357332,1,NA,NA,3573321,5,5,6,5,5,6,6,3,5,5,5,5,4,5,4,5,7,6,5,5,5,5,5,5,5,NA,1,2,6,1,5,1,1,5,6,6,2,5,5,6,NA,6,6,3,6,5,2,4,5,6,5,5,7,5,5,5,6,7,1,NA,6,3,5,5,4,6,4,7,2,2,6,4,5,3,5,5,NA,3,3,6,7,3,5,6,1,4,2,1,NA,6,3,NA,5,2,4,6,7,6,4,7,5,3,NA,1,3,6,4,NA,4,5,5,5,6,3,NA,NA,NA,4,5
1515,India East                                                                 ,356,India,511,332,357332,2,NA,NA,3573322,1,3,6,4,NA,5,3,6,2,6,2,2,6,6,6,3,3,3,NA,3,2,6,2,NA,2,5,7,7,4,6,NA,6,2,4,3,1,1,5,5,2,6,6,2,6,2,2,2,2,2,6,6,6,2,2,5,5,5,6,2,2,3,4,4,7,4,4,7,1,7,3,5,3,2,7,3,7,2,2,2,2,NA,2,6,2,6,5,3,5,5,NA,2,6,6,2,6,7,7,7,5,5,7,6,7,5,6,1,4,5,3,2,4,2,2,5,NA,NA,NA,3,4
1516,India East                                                                 ,356,India,332,335,357335,1,NA,NA,3573351,5,6,4,5,4,5,3,6,3,5,3,3,1,6,3,2,5,1,3,5,5,3,NA,4,6,3,4,6,1,3,3,2,NA,5,7,1,2,3,5,5,6,5,6,5,6,6,4,5,3,6,5,5,6,5,6,6,5,6,5,5,6,5,3,5,5,6,6,5,6,6,6,5,6,4,6,5,5,NA,5,6,4,5,3,4,5,3,5,5,6,5,6,6,7,6,5,5,5,6,6,5,5,5,5,7,7,7,7,7,5,5,6,7,7,5,35,1,15,2,3
1517,India East                                                                 ,356,India,332,335,357335,2,NA,NA,3573352,7,7,7,7,5,7,6,1,1,1,7,6,5,1,1,1,7,1,1,1,6,1,6,1,1,7,NA,1,1,7,6,5,2,7,6,1,2,1,1,6,2,7,1,1,1,7,2,1,7,1,1,6,1,2,6,1,2,6,6,6,7,7,7,6,7,1,6,1,2,7,6,1,1,2,1,6,7,6,1,7,2,7,1,6,1,3,5,3,7,6,1,1,6,7,7,6,7,7,7,7,3,7,3,5,NA,7,7,7,3,1,3,7,7,5,41,1,10,2,4
1518,India East                                                                 ,356,India,335,337,357337,1,NA,NA,3573371,6,7,7,7,7,7,7,3,7,7,7,7,3,7,7,7,3,7,7,NA,7,7,3,7,7,7,7,NA,7,7,7,7,1,1,3,7,7,7,7,7,7,3,7,NA,1,7,7,7,3,7,7,7,7,7,7,7,7,7,1,7,1,1,1,7,7,7,7,7,7,7,7,7,7,6,7,7,1,7,7,7,7,7,7,3,7,6,7,7,7,7,1,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,4,45,1,NA,2,4
1519,India East                                                                 ,356,India,335,337,357337,2,NA,NA,3573372,6,5,4,6,7,7,5,4,4,7,6,5,4,7,3,5,4,5,6,4,5,6,7,3,5,4,4,4,3,4,5,6,1,3,3,7,7,6,7,3,6,5,6,2,4,6,5,4,1,5,4,5,5,6,7,5,4,4,2,7,4,1,4,7,7,7,7,7,6,7,7,4,5,5,6,7,4,5,5,6,3,5,4,1,7,7,7,7,7,5,1,7,5,4,7,7,7,7,4,3,3,7,3,7,2,7,7,7,1,4,4,7,7,NA,30,1,16,2,3
1520,India East                                                                 ,356,India,334,340,357340,1,NA,NA,3573401,5,7,4,7,5,6,4,7,5,5,6,7,1,7,6,7,7,7,7,7,7,6,1,7,6,6,3,4,7,5,5,4,1,1,4,6,7,7,5,4,7,4,7,4,5,5,6,4,5,5,7,7,7,7,7,7,6,7,4,7,7,1,4,4,4,5,6,7,5,6,7,6,5,5,5,6,1,5,6,7,7,7,7,7,7,5,7,7,7,7,1,7,7,7,7,7,4,6,6,7,7,6,5,7,7,7,6,7,5,4,2,7,7,5,39,1,16,3,4
1521,India East                                                                 ,356,India,334,340,357340,2,NA,NA,3573402,7,7,7,7,7,7,7,7,6,7,7,7,4,7,7,7,7,7,7,6,7,7,1,7,7,7,1,1,7,7,5,7,1,1,1,7,7,7,7,1,7,1,7,1,4,7,3,7,7,5,7,7,7,7,7,7,7,7,1,7,1,7,1,7,1,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,1,7,7,7,7,7,5,6,5,7,7,6,6,6,6,7,6,5,6,6,2,7,7,5,40,2,NA,2,4
1522,India East                                                                 ,356,India,713,408,357408,1,NA,NA,3574081,3,7,1,3,3,7,2,1,7,7,7,7,7,3,7,3,7,7,3,7,7,7,7,7,7,7,7,3,5,7,7,6,1,7,3,7,5,7,5,3,2,2,7,5,6,6,3,1,7,2,7,2,7,7,7,7,3,6,7,7,7,6,7,7,7,7,7,7,7,7,3,7,7,2,7,7,7,7,7,2,7,7,7,7,3,7,7,7,7,6,7,7,7,7,7,7,7,7,7,6,5,4,4,7,6,7,7,7,5,5,2,7,6,8,48,1,12,4,4
1523,India East                                                                 ,356,India,713,408,357408,2,NA,NA,3574082,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,1,7,3,7,3,7,3,3,3,7,3,6,6,3,7,7,7,3,2,7,7,2,7,5,2,7,5,7,6,3,1,7,2,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,3,7,7,7,7,7,7,7,7,2,7,7,7,7,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,4,3,6,5,7,7,7,6,4,1,7,6,13,50,1,10,4,4
1524,India East                                                                 ,356,India,713,408,357408,3,NA,NA,3574083,1,3,2,1,2,3,4,4,3,2,1,4,3,2,5,2,3,1,2,2,3,4,2,3,2,3,4,1,1,3,3,2,3,4,3,2,2,1,2,3,3,2,1,2,3,4,3,3,2,1,2,3,4,2,2,1,1,1,3,1,2,3,1,1,2,3,4,2,2,3,2,2,3,4,3,2,1,1,4,1,2,2,3,3,2,1,1,7,3,1,1,1,1,1,1,1,6,6,5,2,2,3,4,3,5,4,4,6,1,1,1,6,6,2,55,1,16,4,4
1525,India East                                                                 ,356,India,234,418,357418,1,NA,NA,3574181,7,7,7,7,7,7,7,1,7,7,6,7,1,7,1,7,7,7,7,1,4,7,4,6,7,7,1,1,7,7,1,7,1,1,2,7,6,1,7,1,4,1,5,2,7,4,5,4,1,7,7,5,7,7,1,6,1,7,1,7,1,1,1,7,5,5,5,7,7,1,7,7,6,2,6,7,1,7,5,1,4,7,2,6,7,4,5,7,5,6,2,3,6,7,7,5,6,7,7,5,4,7,2,5,6,7,7,7,1,1,1,6,5,14,36,1,17,4,4
1526,India East                                                                 ,356,India,234,418,357418,2,NA,NA,3574182,6,6,6,7,7,7,7,1,6,6,6,7,4,6,1,6,6,6,6,5,6,6,3,6,6,6,1,1,6,6,2,6,1,1,1,7,6,1,6,4,6,2,6,3,6,5,5,6,5,6,6,5,6,6,3,6,1,6,1,6,2,1,1,7,4,6,6,6,7,2,6,6,6,3,6,6,1,6,6,1,6,6,4,5,6,3,5,6,6,6,2,6,6,6,6,NA,5,6,6,4,4,6,3,5,6,7,7,7,1,1,1,6,5,NA,NA,1,18,4,4
1527,India East                                                                 ,356,India,335,439,357439,1,NA,NA,3574391,6,6,6,7,7,7,6,1,5,5,6,7,2,6,6,6,7,4,7,7,5,6,7,2,6,6,1,6,7,7,7,7,1,1,7,7,7,4,6,4,6,7,7,1,7,4,2,2,2,6,6,7,7,7,6,7,6,7,1,7,7,6,NA,7,7,7,7,7,7,4,7,7,7,6,7,6,2,6,7,6,7,3,4,6,7,7,6,6,7,6,6,6,7,7,6,6,7,6,6,6,5,7,6,5,6,6,6,7,5,5,2,6,6,NA,32,1,NA,4,4
1528,India East                                                                 ,356,India,335,439,357439,2,NA,NA,3574392,6,6,7,7,7,7,7,1,7,4,5,7,1,7,1,6,7,7,7,7,7,7,4,7,6,6,1,1,7,7,3,7,1,1,4,7,7,7,7,1,7,4,7,1,7,1,6,7,7,7,7,7,7,7,7,7,7,7,1,6,1,1,4,7,1,7,7,7,7,4,7,7,7,4,7,7,1,7,7,4,7,7,4,6,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,5,5,5,4,6,5,7,6,6,6,6,1,6,6,NA,55,1,14,3,4
1529,India East                                                                 ,356,India,335,439,357439,3,NA,NA,3574393,5,7,5,5,5,6,5,2,5,5,5,5,1,5,5,5,6,7,7,6,7,7,5,6,5,5,1,NA,7,7,6,6,1,2,6,7,6,1,5,5,5,7,NA,NA,NA,NA,4,5,3,NA,NA,NA,NA,NA,6,5,5,7,2,6,2,7,NA,6,6,5,5,4,6,NA,6,NA,NA,6,7,5,2,NA,NA,NA,1,NA,NA,NA,NA,NA,7,NA,NA,6,NA,1,6,4,NA,NA,5,7,6,5,5,6,3,5,5,5,6,5,4,4,3,7,7,13,50,1,22,2,4
1530,India East                                                                 ,356,India,574,440,357440,1,NA,NA,3574401,4,4,6,7,7,7,7,1,7,7,7,7,4,7,1,6,7,7,7,7,7,7,1,7,7,7,1,1,7,7,1,7,1,1,1,7,7,7,7,1,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,1,7,7,7,7,4,7,7,7,1,7,7,1,7,7,7,7,7,7,7,7,5,7,7,7,7,1,7,7,7,7,6,6,7,6,3,3,5,4,4,4,5,5,6,5,5,3,7,7,1,29,2,NA,1,4
1531,India East                                                                 ,356,India,574,440,357440,2,NA,NA,3574402,5,4,5,6,6,7,6,1,7,6,6,7,4,6,1,4,7,6,7,4,7,7,2,6,6,6,1,1,7,7,1,6,1,1,1,7,7,4,6,1,7,4,7,3,6,6,7,7,4,6,6,6,6,5,6,6,6,6,1,6,6,6,4,4,2,7,6,6,6,4,6,4,6,4,6,6,2,4,6,4,6,6,4,4,6,6,7,4,6,5,1,7,7,7,5,5,5,7,6,4,4,6,4,5,5,6,6,7,6,6,4,7,7,15,25,2,150,1,4
1532,India East                                                                 ,356,India,574,440,357440,3,NA,NA,3574403,6,7,6,7,7,7,6,1,7,4,4,6,1,7,1,7,7,7,6,4,6,6,5,4,6,6,1,1,7,6,6,7,1,1,2,7,6,1,7,1,7,6,6,1,7,7,4,7,1,5,4,7,6,6,6,7,1,4,1,7,4,6,4,7,5,7,7,6,7,4,7,4,6,4,4,6,1,5,4,5,5,6,4,4,6,4,6,7,7,6,1,7,6,7,7,4,6,7,6,5,5,6,6,5,5,6,6,7,6,6,2,7,7,1,25,2,NA,1,4
1533,India South                                                                ,356,India,NA,9,358009,1,NA,NA,3580091,7,7,6,7,7,7,7,1,6,6,3,6,5,7,7,7,7,7,7,NA,7,7,1,6,2,3,1,1,7,7,1,7,1,1,1,7,7,2,6,1,7,3,7,3,7,1,7,7,6,7,7,7,7,7,7,7,2,7,1,7,7,1,NA,7,3,7,7,7,7,7,7,7,7,1,7,7,1,7,7,2,7,7,6,5,7,7,7,7,7,7,1,7,7,7,7,3,6,7,7,7,6,6,6,7,7,7,5,6,3,3,3,7,6,2,42,1,18,2,4
1534,India South                                                                ,356,India,NA,9,358009,2,NA,NA,3580092,7,6,6,4,5,7,6,1,4,6,4,5,1,4,1,5,6,4,5,7,7,5,1,4,6,4,1,4,4,6,3,6,1,1,1,7,5,5,4,4,6,4,6,4,6,6,1,5,5,5,5,7,6,6,1,6,6,6,1,6,7,1,1,6,1,6,5,5,6,7,7,6,5,7,4,6,1,7,4,1,5,4,4,1,7,1,7,7,6,5,3,4,5,7,7,5,7,7,7,6,6,7,5,7,7,7,7,7,7,6,4,7,7,5,55,1,17,3,4
1535,India South                                                                ,356,India,NA,9,358009,3,NA,NA,3580093,7,7,7,7,7,7,7,1,7,3,7,7,4,6,1,7,7,7,7,1,7,7,1,7,3,7,1,6,7,7,2,7,1,1,1,7,7,1,1,6,7,7,7,1,6,5,1,7,1,7,6,7,7,7,1,7,7,7,1,6,7,1,2,7,1,7,7,7,7,5,7,7,7,1,7,7,1,7,7,1,7,7,6,3,7,6,7,7,7,7,1,7,7,7,7,7,4,5,7,4,5,7,6,3,6,7,7,7,7,7,3,7,7,1,34,1,20,2,4
1536,India South                                                                ,356,India,NA,12,358012,1,NA,NA,3580121,7,6,6,7,7,7,6,1,2,7,6,7,1,6,2,6,6,7,7,6,7,7,2,7,7,6,1,1,6,7,2,7,1,1,6,7,7,5,6,2,7,5,7,1,7,6,6,7,3,7,7,7,7,7,7,7,6,7,1,7,2,1,2,7,2,7,7,7,7,5,7,7,7,2,7,7,1,7,6,3,7,7,2,6,6,7,7,7,5,7,2,6,6,7,7,7,4,6,4,5,3,5,2,2,5,5,5,5,2,1,2,5,6,2,56,1,17,4,4
1537,India South                                                                ,356,India,NA,12,358012,2,NA,NA,3580122,7,6,6,7,7,7,6,1,2,7,6,7,1,6,2,6,6,7,7,6,7,7,2,7,7,6,1,1,6,7,2,7,1,1,6,7,7,5,6,2,7,5,7,1,7,6,6,7,3,7,7,7,7,7,7,7,6,7,1,7,2,1,2,7,2,7,7,7,7,5,7,7,7,2,7,7,1,7,6,3,7,7,2,6,6,7,7,7,5,7,2,6,6,7,7,7,4,6,4,5,3,5,2,2,5,5,5,5,2,1,2,5,6,2,56,1,17,4,4
1538,India South                                                                ,356,India,NA,12,358012,3,NA,NA,3580123,7,7,3,6,4,5,4,1,6,5,7,7,4,5,1,6,6,6,7,3,7,7,1,6,5,6,1,1,6,7,5,7,1,1,1,6,4,1,5,2,7,3,7,1,7,6,1,7,5,5,4,6,5,7,3,7,1,7,1,4,5,1,7,5,4,7,6,7,7,6,6,6,6,1,7,4,1,7,7,2,6,6,3,5,7,7,7,7,7,7,1,7,7,7,7,7,6,7,6,6,6,7,7,7,7,7,7,6,5,5,3,7,7,1,52,1,18,4,4
1539,India South                                                                ,356,India,NA,13,358013,1,NA,NA,3580131,5,5,7,7,7,7,7,1,6,7,6,7,1,7,1,4,7,7,6,2,7,7,1,7,7,6,1,1,6,7,1,7,1,1,1,7,7,6,7,1,7,1,7,1,7,7,6,7,1,7,7,6,7,7,7,7,3,7,1,7,1,1,1,7,5,7,7,7,7,7,7,7,7,5,7,7,1,7,7,1,7,7,1,6,7,5,6,4,6,7,1,7,7,7,6,4,4,7,6,7,6,6,4,6,7,7,7,5,6,6,1,7,5,1,23,1,16,1,2
1540,India South                                                                ,356,India,NA,13,358013,2,NA,NA,3580132,6,7,7,7,7,7,7,1,7,7,5,7,4,7,6,7,7,7,7,2,7,6,1,6,7,5,1,7,3,6,4,7,1,1,6,7,7,7,7,4,7,1,6,1,6,3,5,7,2,7,6,6,6,7,6,7,5,7,1,7,4,1,5,7,2,7,4,7,7,5,7,7,6,7,6,7,1,7,7,5,4,7,1,5,6,6,7,4,7,6,1,4,6,7,6,4,6,7,6,6,5,6,4,5,5,7,7,6,5,5,3,6,6,1,26,1,18,1,2
1541,India South                                                                ,356,India,NA,14,358014,1,NA,NA,3580141,7,7,6,6,5,6,5,2,5,6,7,7,4,6,6,7,5,7,7,5,7,7,5,7,5,6,1,4,6,6,5,6,1,1,1,7,6,7,7,2,7,6,7,1,6,4,3,5,7,5,7,7,5,7,7,7,6,7,3,6,6,6,1,7,6,7,6,7,7,6,6,7,7,5,7,6,1,6,6,7,7,7,5,3,7,1,6,7,7,6,1,6,NA,7,7,5,6,6,6,6,6,6,6,6,6,4,7,5,7,6,6,6,6,1,49,1,15,3,4
1542,India South                                                                ,356,India,NA,14,358014,2,NA,NA,3580142,7,6,6,7,3,6,6,1,6,5,7,7,1,6,2,5,6,6,6,1,6,7,1,6,6,6,1,1,3,4,2,4,1,1,1,7,5,1,6,2,7,2,6,2,5,4,2,1,3,5,4,6,5,6,2,5,3,4,1,7,2,5,3,7,1,5,4,5,6,6,5,2,5,2,4,5,1,5,4,1,6,6,2,5,6,6,7,7,7,6,1,6,7,6,6,7,5,7,2,6,4,6,3,5,5,6,6,4,4,6,1,7,6,NA,45,2,16,2,4
1543,India South                                                                ,356,India,NA,15,358015,1,NA,NA,3580151,7,7,7,7,7,7,7,NA,7,7,7,7,6,7,7,7,7,7,7,1,1,7,4,6,6,7,1,4,6,7,4,7,4,4,4,6,7,7,7,7,7,6,6,4,7,6,6,6,6,6,6,4,7,7,7,7,4,7,4,7,7,4,6,7,6,6,7,7,7,7,7,7,7,4,7,7,4,7,7,6,6,7,7,7,7,4,7,4,7,4,6,5,7,4,4,7,7,7,7,4,4,4,7,7,7,7,7,7,4,4,7,7,7,3,42,1,21,3,4
1544,India South                                                                ,356,India,NA,15,358015,2,NA,NA,3580152,7,7,7,7,7,7,7,1,7,7,7,7,1,7,7,7,7,7,7,7,7,7,1,7,7,4,1,7,7,7,1,7,1,1,1,7,7,1,7,1,7,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,1,1,1,7,1,7,7,7,7,7,7,7,7,1,7,7,1,7,7,1,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,5,5,5,7,7,7,5,5,5,7,5,5,1,7,7,2,44,1,19,3,4
1545,India South                                                                ,356,India,NA,15,358015,3,NA,NA,3580153,5,6,6,5,5,7,7,4,7,4,5,5,4,5,6,5,6,6,6,2,6,6,2,5,6,5,1,1,5,6,5,7,2,5,6,7,6,2,5,2,6,5,6,5,7,6,2,6,6,7,6,5,6,5,4,5,6,6,2,6,6,3,5,7,5,6,5,6,7,3,7,6,6,5,6,7,6,6,5,3,5,7,6,5,6,6,5,5,6,5,5,5,7,5,5,5,4,7,6,6,5,5,6,6,6,7,5,6,2,2,2,7,6,13,50,1,17,4,4
1546,India South                                                                ,356,India,NA,17,358017,1,NA,NA,3580171,5,5,4,7,7,7,5,5,4,5,6,6,6,3,3,2,4,6,7,4,5,4,4,5,6,5,3,4,4,5,7,5,2,2,7,5,5,6,5,4,5,5,4,7,4,7,7,3,5,4,5,4,4,6,4,4,7,5,4,4,7,5,6,5,NA,4,4,4,5,3,4,4,5,7,4,4,7,4,4,7,4,4,4,7,4,5,5,4,7,4,6,4,4,3,4,7,4,7,7,4,4,6,2,5,7,7,6,7,5,5,1,7,6,1,26,1,24,1,5
1547,India South                                                                ,356,India,NA,18,358018,1,NA,NA,3580181,7,7,7,7,7,7,6,1,6,7,7,7,1,6,1,6,7,7,7,1,6,7,1,6,7,7,1,1,6,6,1,6,1,1,2,7,7,1,6,NA,7,6,6,NA,6,7,5,6,5,6,7,7,6,6,5,7,6,7,1,6,2,1,1,7,5,6,6,6,7,7,6,5,6,1,6,7,2,6,6,3,6,6,2,2,6,6,7,7,5,5,3,5,6,5,4,5,5,6,6,5,5,6,2,5,7,7,4,5,3,4,1,6,6,10,54,1,22,3,4
1548,India South                                                                ,356,India,NA,18,358018,2,NA,NA,3580182,7,7,7,7,7,7,7,5,7,7,1,7,1,7,1,7,7,7,7,6,7,7,1,7,6,7,1,1,7,4,1,7,1,1,1,7,7,7,7,6,7,1,7,1,7,7,7,7,7,7,7,7,7,6,7,7,6,7,1,7,7,6,1,7,7,7,7,7,7,7,7,7,7,7,1,7,7,1,7,7,1,7,7,1,7,7,7,7,7,7,5,6,7,7,7,7,6,7,7,7,6,5,6,6,7,7,6,6,6,5,2,7,7,10,42,1,12,4,4
1549,India South                                                                ,356,India,NA,18,358018,3,NA,NA,3580183,7,7,5,5,5,6,3,5,6,7,5,7,1,5,1,5,5,5,6,2,6,3,4,6,5,5,1,1,4,6,1,5,1,1,3,6,5,1,5,1,3,3,5,1,5,5,4,6,6,4,6,6,6,6,4,6,5,7,1,6,5,4,4,6,1,6,5,5,6,4,4,6,6,2,6,6,2,6,6,3,7,7,5,2,6,7,6,7,5,7,1,5,7,7,6,6,5,6,7,6,3,6,6,6,6,7,6,5,4,4,1,6,5,10,56,1,22,4,4
1550,India South                                                                ,356,India,NA,19,358019,1,NA,NA,3580191,7,1,7,7,7,7,1,7,7,1,7,1,7,7,NA,7,1,7,7,7,1,1,7,7,7,7,7,7,7,7,7,1,7,1,7,7,1,7,1,7,1,7,7,7,7,7,7,1,7,1,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,6,6,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,6,7,7,7,7,1,7,7,7,7,NA,7,7,7,7,7,7,7,7,7,7,7,7,3,7,1,7,1,57,1,22,3,3
1551,India South                                                                ,356,India,NA,19,358019,2,NA,NA,3580192,7,7,6,7,7,7,7,1,7,7,6,6,1,6,1,7,7,7,7,7,7,7,1,7,7,7,1,1,6,7,1,7,1,1,7,7,7,7,7,7,7,4,7,1,7,6,6,7,7,7,5,7,7,7,6,7,7,7,1,6,1,7,4,7,6,7,7,7,7,7,7,7,7,3,7,7,1,7,7,7,7,7,6,7,7,5,7,7,7,7,2,7,7,7,7,7,7,7,6,6,6,6,7,6,7,7,6,6,4,4,5,6,6,5,33,1,16,3,3
1552,India South                                                                ,356,India,NA,21,358021,1,NA,NA,3580211,7,7,6,7,7,6,1,7,6,5,7,5,5,1,1,7,NA,7,7,1,1,2,1,6,6,7,1,1,7,7,1,7,1,1,1,7,7,1,7,7,7,1,7,1,7,7,6,6,5,7,7,7,7,7,5,7,2,7,1,7,7,2,2,7,2,7,7,7,7,7,7,6,6,2,7,7,2,7,3,1,7,7,1,5,7,7,7,7,6,7,2,7,7,7,7,6,6,7,6,6,5,7,7,7,7,4,6,7,6,7,5,7,6,14,31,1,18,1,1
1553,India South                                                                ,356,India,NA,21,358021,2,NA,NA,3580212,7,6,6,4,6,5,6,1,6,7,6,6,6,4,6,6,6,6,7,4,3,5,2,6,6,7,2,1,7,5,1,6,1,1,1,5,6,6,7,7,6,4,5,4,4,4,2,5,6,5,5,7,6,6,6,6,7,6,4,7,6,1,6,6,1,5,5,6,7,7,1,7,5,1,6,6,2,7,6,1,6,6,1,5,6,6,7,2,6,6,2,6,2,7,6,1,5,7,5,3,3,5,4,5,5,6,6,6,5,5,1,7,6,4,25,1,17,1,1
1554,India South                                                                ,356,India,NA,21,358021,3,NA,NA,3580213,7,6,6,6,5,6,7,5,4,6,4,5,4,6,7,7,6,6,5,5,5,6,3,5,5,5,3,3,6,6,3,4,3,2,5,4,5,4,5,4,5,3,4,4,5,6,5,5,4,5,5,5,5,5,3,5,5,4,3,6,3,3,4,3,6,3,3,5,5,2,3,5,3,4,3,5,3,4,4,6,2,4,4,4,5,5,7,7,7,7,3,3,4,6,6,5,7,7,6,6,6,6,6,6,7,7,6,7,6,6,5,7,5,5,45,1,23,3,3
1555,India South                                                                ,356,India,NA,22,358022,1,NA,NA,3580221,7,7,6,7,6,6,6,5,4,6,5,NA,2,6,6,5,6,6,5,4,5,5,4,3,6,6,NA,4,6,7,6,7,1,4,4,6,6,6,6,4,5,5,6,4,6,5,4,6,5,5,6,4,7,6,4,6,5,6,4,7,5,1,6,6,4,6,6,6,6,6,6,6,7,5,6,7,5,6,6,4,6,6,4,7,7,6,6,7,6,7,4,6,6,7,7,6,7,7,6,5,5,7,5,5,7,7,5,7,7,6,3,7,7,15,38,1,19,2,3
1556,India South                                                                ,356,India,NA,22,358022,2,NA,NA,3580222,5,6,7,6,6,7,7,2,6,7,6,6,4,6,3,5,7,7,6,5,6,6,3,6,6,6,2,3,7,7,5,6,1,1,1,7,6,6,6,2,6,2,7,2,6,6,2,6,5,6,3,6,6,6,3,7,2,7,1,7,2,5,3,6,2,7,7,7,7,7,7,6,6,2,6,7,2,7,7,3,7,7,2,6,6,5,6,7,7,7,2,7,7,7,6,6,6,7,6,4,4,6,2,6,7,7,7,7,2,2,2,7,6,15,37,1,16,2,3
1557,India South                                                                ,356,India,NA,22,358022,3,NA,NA,3580223,6,6,5,5,5,6,5,1,6,7,5,6,5,5,1,5,6,6,6,1,4,5,2,6,6,4,2,5,5,2,5,1,2,1,6,6,7,NA,7,4,4,2,5,2,5,5,5,5,5,5,5,5,5,6,3,5,4,5,1,6,2,2,2,6,2,5,5,6,6,6,5,5,5,2,5,6,3,4,5,2,7,5,4,6,6,5,5,6,5,6,1,5,5,7,6,4,6,6,5,4,4,5,6,4,5,6,6,7,4,7,4,7,6,15,39,1,19,2,3
1558,India South                                                                ,356,India,NA,25,358025,1,NA,NA,3580251,5,6,5,5,5,6,6,2,3,6,6,7,2,6,5,5,6,5,5,5,6,6,3,6,6,5,1,1,5,7,5,6,1,1,5,6,6,5,5,6,7,5,6,5,4,4,6,5,5,6,5,7,6,7,6,6,6,7,1,7,4,5,5,6,5,7,6,6,7,6,6,5,5,6,6,7,2,7,6,7,5,7,5,5,7,7,6,7,7,6,5,7,6,6,7,7,5,5,7,6,5,6,5,5,6,7,6,6,6,7,4,7,7,2,50,1,22,3,4
1559,India South                                                                ,356,India,NA,25,358025,2,NA,NA,3580252,6,5,4,6,5,7,5,1,2,6,7,7,1,6,6,4,5,6,6,4,7,7,3,5,5,4,1,1,6,7,6,7,1,1,4,6,6,6,6,6,7,1,7,4,5,4,6,6,4,5,6,7,5,7,5,7,6,7,1,7,1,4,4,6,5,7,6,6,7,6,7,4,6,5,6,6,1,7,6,7,4,7,5,6,7,7,7,7,7,5,4,7,6,7,7,6,4,6,7,7,6,7,4,6,7,6,5,7,5,6,3,6,6,1,48,1,20,3,4
1560,India South                                                                ,356,India,NA,26,358026,1,NA,NA,3580261,7,6,6,7,NA,6,5,3,3,4,5,4,4,4,4,NA,6,6,5,5,4,4,4,4,3,4,4,6,6,4,5,4,5,4,5,5,4,5,4,4,5,4,4,4,4,6,3,4,6,5,6,6,6,6,6,6,4,6,3,6,6,6,5,5,6,6,6,6,7,6,6,6,6,6,6,6,6,4,5,5,5,5,4,5,6,3,6,7,6,6,6,6,7,7,7,6,4,5,5,5,4,5,4,4,5,5,4,4,4,2,NA,4,5,15,49,1,18,3,4
